,Country,Organizations,Value
1118,ARG, pioneer diversified high it,12
1180,ARG, royal helium ltd,12
1185,ARG, sanyo chemical industries ltd,12
1237,ARG, st george mining ltd,12
1289,ARG, tiziana life sciences ltd,12
1383,ARG, zynerba pharmaceuticals inc,12
1394,ARG,allkem limited,12
1444,ARG,capella minerals limited,12
1461,ARG,cnooc - dusseldorf stock exchang,12
1598,ARG,lithiumbank resources corp.,12
1613,ARG,mcewen mining inc,12
1703,ARG,red dirt metals ltd,12
1766,ARG,toronto dominion bank,12
699,ARG, duke energy corporation,11
784,ARG, gamesquare esports inc,11
865,ARG, imaginear inc,11
974,ARG, major precious metals corp,11
1051,ARG, netflix inc,11
1071,ARG, nokian renkaat oyj,11
1091,ARG, orosur mining inc,11
1114,ARG, phunware inc,11
1120,ARG, platinex inc,11
1136,ARG, predictmedix inc,11
1182,ARG, royalty pharma\xa0plc,11
1355,ARG, whitehorse gold corp,11
1508,ARG,farmers edge inc,11
1748,ARG,suncor energy inc,11
1752,ARG,talga group ltd,11
511,ARG, americas car-mart inc,10
540,ARG, aura energy limited,10
575,ARG, blackrock world mining trust plc,10
640,ARG, citic securities company limited,10
668,ARG, critical metals ls-005,10
714,ARG, energy fuels inc,10
770,ARG, freeport mcmoran,10
800,ARG, global resource ener,10
1010,ARG, microsoft corporation,10
1106,ARG, peninsula energy ltd,10
1204,ARG, shenzhen dynanonic co ltd,10
1212,ARG, silver scott mines inc,10
1244,ARG, stelco holdings inc,10
1405,ARG,anglo american plc,10
1415,ARG,auroch minerals limited,10
1425,ARG,battery mineral resources corp,10
1577,ARG,johnson controls international plc,10
1590,ARG,liontown resources limited,10
1696,ARG,premium exploration inc,10
1713,ARG,rivian automotive inc,10
1760,ARG,thor mining plc,10
1821,ARM, national instruments corporation,144
1810,ARM, dundee precious metals inc,99
1819,ARM, lithium americas corp,99
1813,ARM, fremont gold ltd,78
1831,ARM,fremont gold ltd,78
1830,ARM,dundee precious metals inc,33
1832,ARM,lithium americas corp,33
1833,ARM,national instruments corporation,14
2893,AUS, pilbara minerals limited,16160
1929,AUS, albemarle corp,7863
3830,AUS,pilbara minerals limited,6302
2892,AUS, piedmont lithium ltd adr,4767
2719,AUS, metals creek resources corp,4724
2609,AUS, latin resources limited,4536
2767,AUS, nasdaq inc,4487
2249,AUS, cypress development corp,3682
2978,AUS, rio tinto adr,3481
1989,AUS, argosy minerals limited,3467
2649,AUS, lithium power international limited,3404
3136,AUS, tesla inc,3371
3300,AUS,albemarle corp,3297
2908,AUS, posco holdings inc,3276
2654,AUS, livent corp,3228
3231,AUS, wealth minerals ltd,3213
2223,AUS, core lithium ltd,3129
2532,AUS, international lithium corp,3067
2641,AUS, lithium americas corp,3020
3880,AUS,rio tinto adr,2935
2931,AUS, pure energy minerals limited,2932
1962,AUS, american lithium corp. common stock,2896
3006,AUS, sayona mining limited,2856
3829,AUS,piedmont lithium ltd adr,2759
3224,AUS, vulcan energy resources limited,2725
2733,AUS, minerals technologies inc,2703
2329,AUS, european metals holdings limited,2687
2732,AUS, mineral resources limited,2614
2328,AUS, european lithium limited,2613
2306,AUS, energy of minas gerais co drc,2593
2864,AUS, panasonic corp,2527
2668,AUS, macarthur minerals limited,2512
2751,AUS, morella corporation ltd.,2213
2105,AUS, bryah resources limited,2106
3756,AUS,national instruments corporation,2083
2388,AUS, galan lithium limited,2071
2424,AUS, goldman sachs group inc,2065
2085,AUS, bmw industries ltd.,2025
2821,AUS, nova minerals limited,1980
2964,AUS, reedy lagoon,1980
2578,AUS, kairos minerals limited,1947
3743,AUS,morgan stanley,1945
2779,AUS, neometals ltd adr,1938
2543,AUS, ioneer ltd,1900
2945,AUS, qx resources ltd,1885
3150,AUS, tianqi lithium h yc 1,1883
1972,AUS, anson resources limited,1867
3217,AUS, volkswagen ag,1866
2926,AUS, prospect resources ltd,1836
3253,AUS, woomera mining ltd,1824
1983,AUS, arcadia minerals cdi/1:1,1822
3129,AUS, tempest minerals ltd.,1822
2675,AUS, magnis energy technologies limited,1817
2464,AUS, hannans reward ltd,1807
2620,AUS, lepidico ltd,1787
1986,AUS, ardiden limited,1786
1998,AUS, aruma resources ltd,1783
3172,AUS, triton minerals limited,1774
2948,AUS, ragnar metals ltd,1770
3241,AUS, white cliff minerals ltd,1770
2655,AUS, lodestar minerals limited,1760
1921,AUS, aeon metals ltd.,1746
2602,AUS, kula gold,1741
3012,AUS, scorpion minerals ltd,1741
3276,AUS, zenith minerals limited,1725
2508,AUS, impact minerals ltd,1697
1991,AUS, arizona lithium limited,1696
3049,AUS, sipa resources ltd,1688
2107,AUS, bulletin resources limited,1686
3101,AUS, sunstone metals ltd,1686
2949,AUS, ragusa minerals ltd,1685
2820,AUS, norwest minerals limited,1664
2688,AUS, marquee resources ltd,1660
2737,AUS, minrex resources ltd,1653
2643,AUS, lithium chile inc,1650
2502,AUS, iconic minerals ltd,1636
3332,AUS,argosy minerals limited,1625
2644,AUS, lithium energi exploration inc,1619
3204,AUS, venus metals corporation ltd,1609
2597,AUS, kodal minerals plc,1604
2957,AUS, red dirt metals ltd,1601
1931,AUS, alchemy resources limited,1599
2013,AUS, auroch minerals limited,1599
2421,AUS, golden mile resources ltd,1545
2330,AUS, ev resources ltd.,1542
3256,AUS, xantippe resources ltd,1539
2734,AUS, minesto ab (publ),1521
2277,AUS, dreadnought resources ltd,1477
3672,AUS,lithium americas corp,1424
3247,AUS, wiluna mining corporation limited,1408
3146,AUS, thor mining plc,1388
3841,AUS,posco holdings inc,1371
3029,AUS, shree minerals ltd,1347
3179,AUS, tyranna resources limited,1328
3681,AUS,livent corp,1325
2907,AUS, portofino resources inc,1279
3749,AUS,nasdaq inc,1264
2146,AUS, carnaby resources ltd,1260
2367,AUS, ford motor company,1229
3169,AUS, trek metals ltd,1211
2447,AUS, green technology metals limited,1172
1952,AUS, altura mining limited,1161
2915,AUS, power minerals ltd,1151
3165,AUS, toyota motor corporation adr,1136
3678,AUS,lithium power international limited,1105
2006,AUS, atlantic lithium ltd,1085
2261,AUS, deutsche bank ag na o.n.,1076
2625,AUS, lg energy solution ltd,1075
2248,AUS, cygnus gold ltd,1045
3314,AUS,altura mining limited,1011
3683,AUS,london stock exchange group plc,977
2394,AUS, ganfeng lithium co ltd,967
2640,AUS, liontown resources limited,962
2774,AUS, national instruments corporation,916
3725,AUS,mineral resources limited,881
3895,AUS,sayona mining limited,880
3966,AUS,tesla inc,861
3979,AUS,toyota motor corporation adr,861
2353,AUS, firefinch limited,827
2794,AUS, news network corporation public company limited,792
1987,AUS, arena minerals inc,791
3563,AUS,goldman sachs group inc,789
2758,AUS, motorsport gaming us llc,780
2239,AUS, critical elements lithium corporation,725
3461,AUS,core lithium ltd,717
2744,AUS, mitsui e&s holdings co. ltd,710
3665,AUS,lg energy solution ltd,695
2410,AUS, glencore plc,673
2914,AUS, power metals corp,670
2974,AUS, resources connection inc,662
2656,AUS, london stock exchange group plc,651
2846,AUS, orocobre ltd.,649
2879,AUS, pepinnini minerals limited,636
2996,AUS, samsung electronics co. ltd,624
2093,AUS, bradda head lithium limited,616
2661,AUS, loyal lithium ltd.,611
1973,AUS, antofagasta plc,609
2442,AUS, great wall motor co ltd,602
2149,AUS, cassius mining ltd,588
2811,AUS, noram lithium corp,588
3382,AUS,bmw industries ltd.,587
3079,AUS, standard lithium ltd,584
2743,AUS, mitsubishi ufj financial group inc,570
2753,AUS, morgan stanley,570
2499,AUS, hyundai motor co drc,565
3075,AUS, st george mining ltd,565
2568,AUS, jp morgan global growth & income plc,561
2979,AUS, rio tinto group,561
2192,AUS, citigroup inc,556
3854,AUS,pure energy minerals limited,546
2558,AUS, jiangxi ganfeng lithium co ltd,524
3687,AUS,macarthur minerals limited,519
2645,AUS, lithium energy ltd,515
3970,AUS,tianqi lithium h yc 1,513
3507,AUS,european metals holdings limited,501
1943,AUS, allkem ltd,499
2735,AUS, mining global inc,494
3248,AUS, winsome resources limited,493
3166,AUS, toyota tsusho corporation,491
2541,AUS, ion energy ltd,490
3281,AUS, zijin mining group co ltd-h,476
3309,AUS,allkem ltd,476
2465,AUS, hanwa co. ltd,462
3758,AUS,neometals ltd adr,441
2370,AUS, fortescue metals group ltd adr,440
2623,AUS, lg chemicals,435
2414,AUS, global lithium resources ltd,430
1942,AUS, allkem limited,429
3037,AUS, sigma lithium resources corp,429
3220,AUS, volvo car ab (publ.),429
3632,AUS,jiangxi ganfeng lithium co ltd,429
3840,AUS,portofino resources inc,424
3526,AUS,ford motor company,422
1963,AUS, american lithium minerals inc,421
2309,AUS, energy technologies limited,421
2670,AUS, macquarie bank\xa0ltd pref,420
2234,AUS, credit suisse group,419
3274,AUS, zenith capital corp,419
2072,AUS, blackrock capital allocation trust,417
2817,AUS, northern minerals & exploration ltd,417
3777,AUS,nissan chemical industries ltd adr,411
2807,AUS, nissan chemical industries ltd adr,405
2710,AUS, mercedes-benz group ag,404
2783,AUS, nevada lithium resources inc,385
3213,AUS, vision lithium inc,384
2528,AUS, international battery metals ltd,383
3187,AUS, united lithium corp,383
3069,AUS, spearmint resources inc,380
3102,AUS, surge battery metals inc,380
3055,AUS, snow lake resources ltd,373
2155,AUS, cazaly resources ltd,371
3768,AUS,news network corporation public company limited,366
3265,AUS, yahoo japan,358
2579,AUS, kalamazoo resources limited,330
3747,AUS,motorsport gaming us llc,330
2648,AUS, lithium plus minerals ltd,328
2750,AUS, moodys corporation,328
3482,AUS,deutsche bank ag na o.n.,327
2646,AUS, lithium ionic corp,326
2853,AUS, oz minerals limited,324
2650,AUS, lithium south development corporation,322
2909,AUS, poseidon nickel limited,314
2116,AUS, cadence minerals plc,309
2638,AUS, lion one metals limited,308
3543,AUS,ganfeng lithium co ltd,301
2891,AUS, piedmont community bank group inc,300
2340,AUS, facebook inc. cl a,299
2487,AUS, honda motor co ltd adr,299
2565,AUS, johnson matthey plc,297
2619,AUS, leo lithium limited,295
3810,AUS,panasonic corp,294
3670,AUS,liontown resources limited,291
2911,AUS, potash america inc,287
3063,AUS, sony corp,283
2933,AUS, pursuit minerals ltd,280
2612,AUS, lefroy exploration ltd,276
3661,AUS,lefroy exploration ltd,275
2109,AUS, bureau veritas sa,274
2454,AUS, groupe gorgé sa,271
3403,AUS,canaccord genuity group inc,270
2689,AUS, martin marietta materials inc,264
2769,AUS, national australia bank ltd adr,263
2251,AUS, daimler truck holding ag,261
3398,AUS,cadence minerals plc,260
2433,AUS, graphene manufacturing group ltd,259
3528,AUS,fortescue metals group ltd adr,257
4008,AUS,vulcan energy resources limited,254
2137,AUS, capital bancorp,252
2233,AUS, cracker barrel old country store,252
3679,AUS,lithium south development corporation,252
2477,AUS, hexagon energy materials limited,250
2631,AUS, lincoln minerals limited,250
2035,AUS, azure minerals limited,247
3556,AUS,glencore plc,247
3412,AUS,cazaly resources ltd,246
3031,AUS, sichuan tianqi lithium industries inc,240
3234,AUS, wesfarmers limited,239
2630,AUS, lightning minerals ltd,237
3280,AUS, zhejiang huayou cobalt co ltd,236
2787,AUS, new york times company,232
3967,AUS,thomson reuters corp,229
3891,AUS,samsung electronics co. ltd,224
3514,AUS,facebook inc. cl a,223
2071,AUS, blackearth minerals nl,222
3821,AUS,pendal group ltd,222
2313,AUS, enova mining ltd,218
3622,AUS,international lithium corp,218
4044,AUS,zenith minerals limited,217
2830,AUS, nutrien ltd,215
2215,AUS, conico ltd,213
2666,AUS, lynas rare earths ltd,213
3275,AUS, zenith energy ltd,212
2150,AUS, castillo copper ltd,211
2518,AUS, industrial minerals ltd,211
2074,AUS, blackstone minerals ltd,210
2125,AUS, canaccord genuity group inc,210
3980,AUS,toyota tsusho corporation,208
4000,AUS,venus metals,203
4004,AUS,volkswagen ag,203
3871,AUS,renault sa,202
3908,AUS,sichuan yahua industrial group co ltd,202
3124,AUS, technology general corporation,201
3109,AUS, talga group ltd,198
2158,AUS, celsius resources limited,197
3716,AUS,metals creek resources corp,197
3569,AUS,great wall motor co ltd,196
2238,AUS, critical elements corporation,194
3045,AUS, singapore exchange limited,194
3229,AUS, washington post -b-,194
3215,AUS, vital metals limited,190
3056,AUS, sociedad quimica y minera de chile sa adr b,186
3364,AUS,battery future acquisition corp,186
3728,AUS,mining global inc,186
2357,AUS, first graphene ltd,185
3634,AUS,jindalee resources limited,184
4023,AUS,white cliff minerals ltd,184
2152,AUS, caterpillar inc,182
3005,AUS, savannah resources plc,182
3318,AUS,american lithium corp. common stock,179
3920,AUS,sociedad quimica y minera de chile sa adr b,178
3107,AUS, syrah resources limited,177
2206,AUS, cobalt blue holdings ltd,176
2556,AUS, jervois global limited,176
2973,AUS, resource capital gold corp,176
3154,AUS, tinone resources inc.,176
2967,AUS, renascor resources ltd,175
3786,AUS,northern minerals & exploration ltd,175
2111,AUS, business development corp of america,170
2567,AUS, jourdan resources inc,170
2671,AUS, macquarie group limited,170
3326,AUS,antofagasta plc,170
2022,AUS, australian mines limited,169
2211,AUS, commonwealth bank of australia,169
1985,AUS, ardea resources limited,167
2221,AUS, corazon capital v838 monoceros corp,167
3219,AUS, volt resources ltd,167
3560,AUS,global lithium resources ltd,167
1937,AUS, alita resources limited,166
3882,AUS,riversgold ltd,165
3611,AUS,independence group,163
1944,AUS, alpha lithium corporation,162
2004,AUS, aston minerals ltd,162
2839,AUS, om holdings international inc,162
2514,AUS, independence group,161
2876,AUS, pendal group ltd,160
3051,AUS, sizzle acquisition corp,160
3877,AUS,resources connection inc,159
2177,AUS, china dongsheng international inc,156
3506,AUS,european lithium limited,154
2025,AUS, australian vanadium limited,153
2968,AUS, renault sa,151
3441,AUS,citic securities company limited,151
3359,AUS,azure minerals limited,150
3843,AUS,postmedia network canada corp,148
2008,AUS, atlas lithium corporation common stock,147
3803,AUS,orocobre ltd.,147
3025,AUS, shell plc,146
3478,AUS,daimler truck holding ag,146
3642,AUS,kairos minerals limited,146
3033,AUS, sichuan yahua industrial group co ltd,142
2681,AUS, mandrake resources ltd,141
2938,AUS, qinghai salt lake industry co.ltd,141
3162,AUS, toshiba corporation,141
3734,AUS,mitsui e&s holdings co. ltd,141
2060,AUS, berkshire hathaway inc,139
2804,AUS, ningbo shanshan gdr/a,139
3202,AUS, venture minerals limited,139
3959,AUS,technology metals australia ltd,139
3026,AUS, shenzhen chengxin lithium group co ltd,136
3347,AUS,auroch minerals limited,135
2560,AUS, jindalee resources limited,134
2709,AUS, mercedes benz group ag,134
3311,AUS,alpha lithium corporation,133
3614,AUS,industrial minerals ltd,133
2717,AUS, metalicity limited,132
3628,AUS,ioneer ltd,132
3638,AUS,jourdan resources inc,132
3763,AUS,new york times company,132
3117,AUS, taruga minerals limited,131
2452,AUS, grid metals corp,130
3386,AUS,bradda head lithium limited,130
3968,AUS,thor mining plc,130
3125,AUS, technology metals australia ltd,129
3465,AUS,credit suisse group,129
4021,AUS,westpac banking corporation,129
2727,AUS, midas minerals ltd,128
2391,AUS, galileo mining ltd,126
2754,AUS, morningstar inc,126
3643,AUS,kalamazoo resources limited,126
1925,AUS, agilent technologies inc,122
2771,AUS, national development bank plc,121
1905,AUS, aberdeen international inc,120
3925,AUS,sony corp,120
2282,AUS, dupont de nemours inc,119
3720,AUS,metso outotec oyj,119
1995,AUS, arrow minerals ltd,118
3084,AUS, stelco holdings inc,118
2081,AUS, blue star helium ltd,116
2980,AUS, riversgold ltd,116
3057,AUS, softbank corp,116
3645,AUS,karora resources inc,116
2411,AUS, global acquisitions corporation,115
3338,AUS,artemis resources limited,114
3344,AUS,atlantic lithium ltd,114
3203,AUS, venus metals,113
2044,AUS, barrick gold corp,111
2167,AUS, chalice mining limited,111
2642,AUS, lithium australia nl,110
2582,AUS, karora resources inc,109
2310,AUS, energy transition mineral,108
2559,AUS, jiangxi special electric motor co ltd,108
2736,AUS, minnova corp,108
2802,AUS, nickel mines limited,108
3520,AUS,first quantum minerals ltd,108
3805,AUS,oz lithium corp,108
3881,AUS,rio tinto group,108
1912,AUS, adavale resources limited,107
2010,AUS, auking mining ltd,107
2112,AUS, buxton resources limited,107
2160,AUS, centaurus metals limited,107
2264,AUS, devex resources limited,107
2321,AUS, estrella resources ltd,107
2660,AUS, lotus resources limited,107
2801,AUS, nickel industries ltd.,107
2834,AUS, odessa minerals ltd,107
2954,AUS, reach resources ltd,107
3094,AUS, sultan resources ltd,107
3806,AUS,oz minerals limited,107
3399,AUS,caeneus minerals ltd,106
2148,AUS, caspin resources ltd,105
2179,AUS, china minmetals rare earth co ltd,105
2766,AUS, nano one materials corp,105
3751,AUS,national australia bank ltd adr,105
4018,AUS,wesfarmers limited,105
2117,AUS, caeneus minerals ltd,104
3872,AUS,renewable energy trade board corp,104
2913,AUS, power metal resources plc,103
3651,AUS,kingston resources ltd.,103
3851,AUS,prospect resources ltd,103
2857,AUS, pacific securities co ltd,102
2531,AUS, international graphite,101
2836,AUS, okapi resources limited,101
3639,AUS,jp morgan global growth & income plc,101
