Date,Li2CO3 99%
2019-04-23,76500
2019-04-24,76500
2019-04-25,76500
2019-04-26,76500
2019-04-29,76500
2019-04-30,76500
2019-05-06,76500
2019-05-07,76500
2019-05-08,76500
2019-05-09,76500
2019-05-10,77000
2019-05-13,77500
2019-05-14,77500
2019-05-15,77500
2019-05-16,77500
2019-05-17,77500
2019-05-20,77500
2019-05-21,77500
2019-05-22,77500
2019-05-23,77500
2019-05-24,77500
2019-05-27,77500
2019-05-28,77500
2019-05-29,77500
2019-05-30,77500
2019-05-31,77000
2019-06-03,77000
2019-06-04,77000
2019-06-05,76500
2019-06-06,76500
2019-06-10,76500
2019-06-11,76500
2019-06-12,76500
2019-06-13,76500
2019-06-14,76500
2019-06-17,76500
2019-06-18,75000
2019-06-19,74500
2019-06-20,74500
2019-06-21,74500
2019-06-24,74500
2019-06-25,74000
2019-06-26,73500
2019-06-27,73500
2019-06-28,73500
2019-07-01,73500
2019-07-02,73500
2019-07-03,73000
2019-07-04,73000
2019-07-05,72500
2019-07-08,72500
2019-07-09,72500
2019-07-10,72500
2019-07-11,72500
2019-07-12,71500
2019-07-15,71500
2019-07-16,71500
2019-07-17,71500
2019-07-18,71500
2019-07-19,71000
2019-07-22,70500
2019-07-23,70500
2019-07-24,70000
2019-07-25,69000
2019-07-26,68500
2019-07-29,68500
2019-07-30,68500
2019-07-31,67500
2019-08-01,66500
2019-08-02,66000
2019-08-05,66000
2019-08-06,66000
2019-08-07,65500
2019-08-08,65500
2019-08-09,65500
2019-08-12,65500
2019-08-13,65500
2019-08-14,65000
2019-08-15,65000
2019-08-16,63500
2019-08-19,63500
2019-08-20,63500
2019-08-21,63500
2019-08-22,63000
2019-08-23,63000
2019-08-26,63000
2019-08-27,63000
2019-08-28,62500
2019-08-29,62500
2019-08-30,62500
2019-09-02,62000
2019-09-03,61750
2019-09-04,61750
2019-09-05,61750
2019-09-06,61750
2019-09-09,61750
2019-09-10,61750
2019-09-11,61750
2019-09-12,61750
2019-09-16,61750
2019-09-17,61750
2019-09-18,61750
2019-09-19,0
2019-09-20,61750
2019-09-23,60500
2019-09-24,60500
2019-09-25,60500
2019-09-26,60500
2019-09-27,60500
2019-09-30,60500
2019-10-08,60500
2019-10-09,60500
2019-10-10,60500
2019-10-11,60500
2019-10-14,60500
2019-10-15,60500
2019-10-16,59500
2019-10-17,59500
2019-10-18,59500
2019-10-21,59500
2019-10-22,59500
2019-10-23,59500
2019-10-24,59500
2019-10-25,59500
2019-10-28,58500
2019-10-29,58500
2019-10-30,58000
2019-10-31,58000
2019-11-01,58000
2019-11-04,58000
2019-11-05,58000
2019-11-06,58000
2019-11-07,58000
2019-11-08,58000
2019-11-11,58000
2019-11-12,58000
2019-11-13,57500
2019-11-14,57500
2019-11-15,57500
2019-11-18,57500
2019-11-19,56500
2019-11-20,56500
2019-11-21,56500
2019-11-22,55500
2019-11-25,55500
2019-11-26,55000
2019-11-27,55000
2019-11-28,54500
2019-11-29,53500
2019-12-02,52500
2019-12-03,52500
2019-12-04,52500
2019-12-05,52500
2019-12-06,52500
2019-12-09,52500
2019-12-10,52500
2019-12-11,52000
2019-12-12,51700
2019-12-13,51700
2019-12-16,51500
2019-12-17,51200
2019-12-18,50800
2019-12-19,50800
2019-12-20,50800
2019-12-23,50800
2019-12-24,50500
2019-12-25,50500
2019-12-26,50300
2019-12-27,50300
2019-12-30,50300
2019-12-31,50300
2020-01-02,50300
2020-01-03,49700
2020-01-06,49200
2020-01-07,49200
2020-01-08,49200
2020-01-09,49200
2020-01-10,48800
2020-01-13,48800
2020-01-14,48750
2020-01-15,48750
2020-01-16,48750
2020-01-17,48750
2020-01-20,48750
2020-01-21,48750
2020-01-22,48750
2020-01-23,0
2020-02-03,48750
2020-02-04,48750
2020-02-05,48750
2020-02-06,48750
2020-02-07,48750
2020-02-10,48750
2020-02-11,48750
2020-02-12,48750
2020-02-13,49000
2020-02-14,49000
2020-02-17,49000
2020-02-18,49000
2020-02-19,49000
2020-02-20,49000
2020-02-21,49000
2020-02-24,49000
2020-02-25,49000
2020-02-26,49000
2020-02-27,49000
2020-02-28,49000
2020-03-02,49000
2020-03-03,49000
2020-03-04,49000
2020-03-05,49000
2020-03-06,49000
2020-03-09,49000
2020-03-10,49000
2020-03-11,49000
2020-03-12,49000
2020-03-13,49000
2020-03-16,49000
2020-03-17,49000
2020-03-18,49000
2020-03-19,48500
2020-03-20,48500
2020-03-23,48500
2020-03-24,47750
2020-03-25,47750
2020-03-26,47750
2020-03-27,47750
2020-03-30,47000
2020-03-31,47000
2020-04-01,47000
2020-04-02,46750
2020-04-03,46750
2020-04-07,46750
2020-04-08,46750
2020-04-09,46750
2020-04-10,46750
2020-04-13,46500
2020-04-14,46500
2020-04-15,46500
2020-04-16,46500
2020-04-17,46500
2020-04-20,46500
2020-04-21,46500
2020-04-22,46000
2020-04-23,46000
2020-04-24,45500
2020-04-27,45500
2020-04-28,45500
2020-04-29,44750
2020-04-30,44750
2020-05-06,44750
2020-05-07,44750
2020-05-08,44250
2020-05-11,43750
2020-05-12,43750
2020-05-13,43500
2020-05-14,43500
2020-05-15,43500
2020-05-18,43500
2020-05-19,43500
2020-05-20,43500
2020-05-21,43500
2020-05-22,43500
2020-05-25,43250
2020-05-26,43250
2020-05-27,43250
2020-05-28,43000
2020-05-29,43000
2020-06-01,42750
2020-06-02,42750
2020-06-03,42250
2020-06-04,42250
2020-06-05,42250
2020-06-08,42250
2020-06-09,42250
2020-06-10,42250
2020-06-11,42250
2020-06-12,42250
2020-06-15,42250
2020-06-16,42000
2020-06-17,42000
2020-06-18,41000
2020-06-19,40750
2020-06-22,40750
2020-06-23,40750
2020-06-24,40500
2020-06-29,40500
2020-06-30,40500
2020-07-01,40500
2020-07-02,40000
2020-07-03,40000
2020-07-06,40000
2020-07-07,40000
2020-07-08,40000
2020-07-09,40000
2020-07-10,40000
2020-07-13,40000
2020-07-14,40000
2020-07-15,40000
2020-07-16,40000
2020-07-17,40000
2020-07-20,40000
2020-07-21,40000
2020-07-22,40000
2020-07-23,40000
2020-07-24,40000
2020-07-27,39750
2020-07-28,39750
2020-07-29,39750
2020-07-30,39750
2020-07-31,39750
2020-08-03,39750
2020-08-04,39750
2020-08-05,39750
2020-08-06,39750
2020-08-07,39750
2020-08-10,39750
2020-08-11,39750
2020-08-12,39750
2020-08-13,39750
2020-08-14,39750
2020-08-17,39750
2020-08-18,39750
2020-08-19,39750
2020-08-20,39750
2020-08-21,39750
2020-08-24,40000
2020-08-25,40000
2020-08-26,40000
2020-08-27,40000
2020-08-28,40000
2020-08-31,40000
2020-09-01,40000
2020-09-02,40000
2020-09-03,40000
2020-09-04,40000
2020-09-07,40000
2020-09-08,40000
2020-09-09,40000
2020-09-10,40000
2020-09-11,40000
2020-09-14,40000
2020-09-15,40000
2020-09-16,40000
2020-09-17,40000
2020-09-18,40250
2020-09-21,40250
2020-09-22,40250
2020-09-23,40250
2020-09-24,40250
2020-09-25,40250
2020-09-28,40250
2020-09-29,40250
2020-09-30,40250
2020-10-09,40250
2020-10-12,40250
2020-10-13,40250
2020-10-14,40750
2020-10-15,40750
2020-10-16,40750
2020-10-19,40750
2020-10-20,40750
2020-10-21,40750
2020-10-22,40750
2020-10-23,40750
2020-10-26,40750
2020-10-27,40750
2020-10-28,40750
2020-10-29,40750
2020-10-30,40750
2020-11-02,41500
2020-11-03,41500
2020-11-04,41500
2020-11-05,41500
2020-11-06,41500
2020-11-09,41500
2020-11-10,42000
2020-11-11,42500
2020-11-12,42500
2020-11-13,43000
2020-11-16,43000
2020-11-17,43000
2020-11-18,43000
2020-11-19,43000
2020-11-20,43000
2020-11-23,43500
2020-11-24,43500
2020-11-25,43500
2020-11-26,43500
2020-11-27,44000
2020-11-30,44000
2020-12-01,44000
2020-12-02,44000
2020-12-03,44000
2020-12-04,44500
2020-12-07,44500
2020-12-08,45500
2020-12-09,45750
2020-12-10,45750
2020-12-11,46750
2020-12-14,46750
2020-12-15,46750
2020-12-16,46750
2020-12-17,46750
2020-12-18,46750
2020-12-21,47250
2020-12-22,48750
2020-12-23,49250
2020-12-24,49250
2020-12-25,50000
2020-12-28,50750
2020-12-29,50750
2020-12-30,51500
2020-12-31,51500
2021-01-04,53000
2021-01-05,54000
2021-01-06,54750
2021-01-07,56000
2021-01-08,57500
2021-01-11,59000
2021-01-12,60000
2021-01-13,61000
2021-01-14,61750
2021-01-15,63000
2021-01-18,63000
2021-01-19,64500
2021-01-20,64500
2021-01-21,66000
2021-01-22,67500
2021-01-25,68500
2021-01-26,69000
2021-01-27,69000
2021-01-28,70500
2021-01-29,70500
2021-02-01,70500
2021-02-02,72000
2021-02-03,72000
2021-02-04,72000
2021-02-05,72000
2021-02-08,72000
2021-02-09,72000
2021-02-10,72000
2021-02-18,74000
2021-02-19,76500
2021-02-22,76500
2021-02-23,78000
2021-02-24,80000
2021-02-25,80000
2021-02-26,80500
2021-03-01,80500
2021-03-02,82500
2021-03-03,82500
2021-03-04,82500
2021-03-05,82500
2021-03-08,82500
2021-03-09,83500
2021-03-10,83500
2021-03-11,83500
2021-03-12,83500
2021-03-15,83500
2021-03-16,83500
2021-03-17,83500
2021-03-18,84500
2021-03-19,84500
2021-03-22,85500
2021-03-23,87000
2021-03-24,87000
2021-03-25,87000
2021-03-26,88500
2021-03-29,88500
2021-03-30,88500
2021-03-31,88500
2021-04-01,88500
2021-04-02,89000
2021-04-06,90000
2021-04-07,90000
2021-04-08,90000
2021-04-09,90000
2021-04-12,90000
2021-04-13,90000
2021-04-14,90000
2021-04-15,90000
2021-04-16,90000
2021-04-19,90000
2021-04-20,90000
2021-04-21,90000
2021-04-22,90000
2021-04-23,90000
2021-04-26,89000
2021-04-27,89000
2021-04-28,89000
2021-04-29,89000
2021-04-30,89000
2021-05-06,89000
2021-05-07,89000
2021-05-10,89000
2021-05-11,89000
2021-05-12,89000
2021-05-13,89000
2021-05-14,89000
2021-05-17,89000
2021-05-18,89000
2021-05-19,89000
2021-05-20,89000
2021-05-21,89000
2021-05-24,89000
2021-05-25,89000
2021-05-26,89000
2021-05-27,89000
2021-05-28,89000
2021-05-31,89000
2021-06-01,89000
2021-06-02,88000
2021-06-03,88000
2021-06-04,88000
2021-06-07,88000
2021-06-08,88000
2021-06-09,88000
2021-06-10,88000
2021-06-11,88000
2021-06-15,88000
2021-06-16,88000
2021-06-17,88000
2021-06-18,88000
2021-06-21,88000
2021-06-22,87500
2021-06-23,87500
2021-06-24,87500
2021-06-25,87500
2021-06-28,87500
2021-06-29,87500
2021-06-30,87500
2021-07-01,87500
2021-07-02,87500
2021-07-05,87500
2021-07-06,87500
2021-07-07,87500
2021-07-08,87500
2021-07-09,87500
2021-07-12,87500
2021-07-13,87500
2021-07-14,87500
2021-07-15,87500
2021-07-16,87500
2021-07-19,87500
2021-07-20,88000
2021-07-21,88000
2021-07-22,88000
2021-07-23,88000
2021-07-26,88500
2021-07-27,88500
2021-07-28,88500
2021-07-29,88500
2021-07-30,89000
2021-08-02,89000
2021-08-03,90500
2021-08-04,92000
2021-08-05,92000
2021-08-06,92000
2021-08-09,92000
2021-08-10,93500
2021-08-11,94500
2021-08-12,94500
2021-08-13,95500
2021-08-16,96500
2021-08-17,96500
2021-08-18,97500
2021-08-19,99500
2021-08-20,101000
2021-08-23,102500
2021-08-24,104000
2021-08-25,106000
2021-08-26,107500
2021-08-27,109000
2021-08-30,111000
2021-08-31,113000
2021-09-01,116500
2021-09-02,121000
2021-09-03,124000
2021-09-06,124000
2021-09-07,127000
2021-09-08,131000
2021-09-09,134000
2021-09-10,137500
2021-09-13,140500
2021-09-14,143500
2021-09-15,147000
2021-09-16,151500
2021-09-17,155000
2021-09-22,158000
2021-09-23,161000
2021-09-24,165500
2021-09-27,169500
2021-09-28,171500
2021-09-29,173500
2021-09-30,176750
2021-10-08,179750
2021-10-11,181750
2021-10-12,184750
2021-10-13,186000
2021-10-14,187000
2021-10-15,189000
2021-10-18,189000
2021-10-19,189000
2021-10-20,190000
2021-10-21,190000
2021-10-22,190000
2021-10-25,192500
2021-10-26,192500
2021-10-27,192500
2021-10-28,193500
2021-10-29,193500
2021-11-01,193500
2021-11-02,193500
2021-11-03,193500
2021-11-04,193500
2021-11-05,194500
2021-11-08,194500
2021-11-09,195500
2021-11-10,195500
2021-11-11,196500
2021-11-12,196500
2021-11-15,196500
2021-11-16,196500
2021-11-17,197500
2021-11-18,198500
2021-11-19,198500
2021-11-22,198500
2021-11-23,200000
2021-11-24,200000
2021-11-25,200000
2021-11-26,200000
2021-11-29,202500
2021-11-30,203500
2021-12-01,205500
2021-12-02,207500
2021-12-03,210000
2021-12-06,211000
2021-12-07,213500
2021-12-08,213500
2021-12-09,216000
2021-12-10,219500
2021-12-13,223000
2021-12-14,229000
2021-12-15,232000
2021-12-16,236000
2021-12-17,238000
2021-12-20,241500
2021-12-21,245500
2021-12-22,250000
2021-12-23,254000
2021-12-24,254000
2021-12-27,259000
2021-12-28,264000
2021-12-29,270000
2021-12-30,271500
2021-12-31,275000
2022-01-04,278000
2022-01-05,288000
2022-01-06,296000
2022-01-07,302000
2022-01-10,308000
2022-01-11,313000
2022-01-12,316000
2022-01-13,321000
2022-01-14,326000
2022-01-17,331000
2022-01-18,334000
2022-01-19,334000
2022-01-20,342000
2022-01-21,349000
2022-01-24,355000
2022-01-25,360000
2022-01-26,364000
2022-01-27,364000
2022-01-28,364000
2022-02-07,364000
2022-02-08,372000
2022-02-09,378000
2022-02-10,384000
2022-02-11,392000
2022-02-14,402000
2022-02-15,412000
2022-02-16,422000
2022-02-17,430000
2022-02-18,438000
2022-02-21,448000
2022-02-22,458000
2022-02-23,460000
2022-02-24,462000
2022-02-25,464000
2022-02-28,468000
2022-03-01,473000
2022-03-02,483000
2022-03-03,491000
2022-03-04,495000
2022-03-07,497000
2022-03-08,498000
2022-03-09,499000
2022-03-10,501000
2022-03-11,502000
2022-03-14,502000
2022-03-15,503000
2022-03-16,503000
2022-03-17,503000
2022-03-18,503000
2022-03-21,503000
2022-03-22,503000
2022-03-23,503000
2022-03-24,503000
2022-03-25,503000
2022-03-28,503000
2022-03-29,503000
2022-03-30,502500
2022-03-31,502500
2022-04-01,502500
2022-04-06,502500
2022-04-07,502500
2022-04-08,501500
2022-04-11,500000
2022-04-12,498000
2022-04-13,496000
2022-04-14,495000
2022-04-15,494000
2022-04-18,492500
2022-04-19,488500
2022-04-20,485500
2022-04-21,475500
2022-04-22,467000
2022-04-25,465000
2022-04-26,461500
2022-04-27,461500
2022-04-28,461500
2022-04-29,461500
2022-05-05,461500
2022-05-06,461500
2022-05-09,461500
2022-05-10,461500
2022-05-11,461500
2022-05-12,461500
2022-05-13,461500
2022-05-16,461500
2022-05-17,461500
2022-05-18,461500
2022-05-19,461500
2022-05-20,461500
2022-05-23,461500
2022-05-24,461500
2022-05-25,461500
2022-05-26,461500
2022-05-27,462500
2022-05-30,462500
2022-05-31,462500
2022-06-01,463500
2022-06-02,463500
2022-06-06,463500
2022-06-07,465500
2022-06-08,465500
2022-06-09,466500
2022-06-10,467500
2022-06-13,468000
2022-06-14,468000
2022-06-15,468000
2022-06-16,468000
2022-06-17,468000
2022-06-20,468000
2022-06-21,468000
2022-06-22,469000
2022-06-23,469000
2022-06-24,469000
2022-06-27,469000
2022-06-28,469000
2022-06-29,469000
2022-06-30,469000
2022-07-01,469000
2022-07-04,469000
2022-07-05,469000
2022-07-06,469000
2022-07-07,469000
2022-07-08,469000
2022-07-11,469000
2022-07-12,469000
2022-07-13,469000
2022-07-14,469000
2022-07-15,469000
2022-07-18,469000
2022-07-19,470000
2022-07-20,470000
2022-07-21,470000
2022-07-22,470000
2022-07-25,470000
2022-07-26,470500
2022-07-27,470500
2022-07-28,470500
2022-07-29,470500
2022-08-01,470500
2022-08-02,471500
2022-08-03,471500
2022-08-04,471500
2022-08-05,471500
2022-08-08,473000
2022-08-09,473000
2022-08-10,475000
2022-08-11,476000
2022-08-12,476000
2022-08-15,476000
2022-08-16,477000
2022-08-17,477000
2022-08-18,479000
2022-08-19,479000
2022-08-22,482000
2022-08-23,484000
2022-08-24,484000
2022-08-25,486000
2022-08-26,486000
2022-08-29,488000
2022-08-30,488000
2022-08-31,490000
2022-09-01,490000
2022-09-02,493000
2022-09-05,493000
2022-09-06,493000
2022-09-07,494000
2022-09-08,494000
2022-09-09,494000
2022-09-13,496500
2022-09-14,496500
2022-09-15,496500
2022-09-16,496500
2022-09-19,497500
2022-09-20,497500
2022-09-21,500000
2022-09-22,502500
2022-09-23,504500
2022-09-26,504500
2022-09-27,507000
2022-09-28,507000
2022-09-29,510000
2022-09-30,513000
2022-10-10,517500
2022-10-11,520500
2022-10-12,523500
2022-10-13,523500
2022-10-14,526000
2022-10-17,530000
2022-10-18,532000
2022-10-19,534000
2022-10-20,535000
2022-10-21,538000
2022-10-24,541000
2022-10-25,544000
2022-10-26,548000
2022-10-27,551000
2022-10-28,556000
2022-10-31,558000
2022-11-01,559000
2022-11-02,559000
2022-11-03,561500
2022-11-04,561500
2022-11-07,563500
2022-11-08,565500
2022-11-09,567500
2022-11-10,567500
2022-11-11,567500
2022-11-14,567500
2022-11-15,567500
2022-11-16,567500
2022-11-17,567500
2022-11-18,567500
2022-11-21,567500
2022-11-22,567000
2022-11-23,567000
2022-11-24,567000
2022-11-25,567000
2022-11-28,567000
2022-11-29,566500
2022-11-30,566500
2022-12-01,566500
2022-12-02,566500
2022-12-05,565500
2022-12-06,565500
2022-12-07,564500
2022-12-08,564500
2022-12-09,564000
2022-12-12,563000
2022-12-13,561000
2022-12-14,560000
2022-12-15,556500
2022-12-16,555000
2022-12-19,552000
2022-12-20,551000
2022-12-21,550000
2022-12-22,549000
2022-12-23,546000
2022-12-26,531000
2022-12-27,525000
2022-12-28,522000
2022-12-29,516500
2022-12-30,512000
2023-01-03,510000
2023-01-04,505500
2023-01-05,502000
2023-01-06,501500
2023-01-09,491000
2023-01-10,486000
2023-01-11,485000
2023-01-12,483500
2023-01-13,483500
2023-01-16,476500
2023-01-17,475000
2023-01-18,475000
2023-01-19,475000
2023-01-20,475000
2023-01-30,471500
2023-01-31,469000
2023-02-01,467500
2023-02-02,466000
2023-02-03,464000
2023-02-06,463000
2023-02-07,460500
2023-02-08,458500
2023-02-09,457500
2023-02-10,455500
2023-02-13,454500
2023-02-14,450000
2023-02-15,447000
2023-02-16,443500
2023-02-17,431000
2023-02-20,422500
2023-02-21,417500
2023-02-22,410000
2023-02-23,400000
2023-02-24,399750
2023-02-27,392500
2023-02-28,390500
2023-03-01,380500
2023-03-02,374000
2023-03-03,370000
2023-03-06,367500
2023-03-07,366000
2023-03-08,361500
2023-03-09,346500
2023-03-10,341500
2023-03-13,337000
2023-03-14,331500
2023-03-15,326000
2023-03-16,320500
2023-03-17,313000
2023-03-20,301500
2023-03-21,295000
2023-03-22,288000
2023-03-23,278500
2023-03-24,275000
2023-03-27,270000
2023-03-28,263000
2023-03-29,257000
2023-03-30,250000
2023-03-31,238000
2023-04-03,225500
2023-04-04,219000
2023-04-06,215000
2023-04-07,210000
2023-04-10,207000
2023-04-11,200000
2023-04-12,198000
2023-04-13,195500
2023-04-14,193000
2023-04-17,187000
2023-04-18,186000
2023-04-19,180000
2023-04-20,178500
2023-04-21,178500
2023-04-24,178500
2023-04-25,176500
2023-04-26,179000
2023-04-27,179000
2023-04-28,179000
2023-05-04,179500
2023-05-05,180500
2023-05-08,190000
2023-05-09,195500
2023-05-10,208500
2023-05-11,225000
2023-05-12,242000
2023-05-15,258000
2023-05-16,265000
2023-05-17,274000
2023-05-18,290000
2023-05-19,292000
2023-05-22,0
