"Date","Price","Open","High","Low","Vol.","Change %"
"08/25/2021","17,403.39","17,357.46","17,491.62","17,339.33","","0.50%"
"08/24/2021","17,316.37","17,195.50","17,474.70","17,173.75","","0.70%"
"08/23/2021","17,195.50","16,930.33","17,249.02","16,930.33","","2.31%"
"08/20/2021","16,806.46","16,921.51","16,956.26","16,738.15","","0.28%"
"08/19/2021","16,759.72","16,981.43","17,086.89","16,698.60","","-2.58%"
"08/18/2021","17,204.33","17,566.25","17,589.02","17,101.27","","-1.74%"
"08/17/2021","17,508.73","17,780.76","17,815.52","17,420.04","","-1.52%"
"08/16/2021","17,779.57","17,786.76","17,832.30","17,672.91","","-0.38%"
"08/13/2021","17,846.68","17,813.12","17,904.20","17,760.39","","-0.14%"
"08/12/2021","17,871.84","17,793.95","17,943.75","17,728.03","","1.19%"
"08/11/2021","17,660.92","17,199.54","17,723.24","17,132.43","","2.06%"
"08/10/2021","17,303.80","17,149.20","17,370.91","17,104.86","","1.43%"
"08/09/2021","17,060.52","17,281.03","17,313.39","16,985.02","","-2.44%"
"08/06/2021","17,487.15","17,688.49","17,789.15","17,439.22","","-0.75%"
"08/05/2021","17,618.98","17,450.00","17,757.99","17,450.00","","0.66%"
"08/04/2021","17,502.73","17,553.07","17,695.68","17,478.77","","-0.64%"
"08/03/2021","17,615.38","17,700.47","17,700.47","17,410.46","","-0.57%"
"08/02/2021","17,717.25","17,772.38","17,949.74","17,686.09","","-0.38%"
"07/30/2021","17,785.56","18,048.01","18,076.77","17,669.31","","-1.60%"
"07/29/2021","18,075.57","17,832.30","18,109.13","17,742.42","","1.84%"
"07/28/2021","17,749.61","17,664.52","17,904.20","17,583.03","","1.14%"
"07/27/2021","17,549.47","17,712.46","17,712.46","17,429.63","","-1.59%"
"07/26/2021","17,832.30","17,496.74","17,853.87","17,478.77","","1.80%"
"07/23/2021","17,517.11","17,017.38","17,532.69","17,017.38","","3.18%"
"07/22/2021","16,977.83","16,684.40","16,998.79","16,680.21","","1.75%"
"07/21/2021","16,686.19","16,704.18","16,704.18","16,519.51","","-0.55%"
"07/20/2021","16,778.53","16,783.33","16,833.69","16,634.63","","0.63%"
"07/19/2021","16,673.00","17,213.82","17,298.96","16,628.64","","-3.11%"
"07/16/2021","17,207.83","17,151.47","17,239.00","17,018.36","","1.75%"
"07/15/2021","16,911.64","16,731.76","16,950.01","16,719.77","","1.07%"
"07/14/2021","16,732.96","16,818.10","16,882.86","16,675.40","","-0.68%"
"07/13/2021","16,848.08","16,795.32","16,917.63","16,632.23","","0.44%"
"07/12/2021","16,774.93","16,717.37","16,836.09","16,580.67","","-0.38%"
"07/09/2021","16,839.69","16,604.65","16,864.87","16,604.65","","1.95%"
"07/08/2021","16,517.11","16,466.75","16,557.89","16,351.63","","-0.01%"
"07/07/2021","16,518.31","16,225.72","16,566.28","16,225.72","","1.77%"
"07/06/2021","16,231.72","16,580.67","16,675.40","16,168.16","","-1.60%"
"07/05/2021","16,495.53","16,572.28","16,605.85","16,356.43","","0.25%"
"07/02/2021","16,454.76","16,223.32","16,511.12","16,166.96","","0.99%"
"07/01/2021","16,294.07","16,247.31","16,428.38","16,189.75","","-0.37%"
"06/30/2021","16,355.23","16,344.44","16,616.64","16,291.67","","-0.57%"
"06/29/2021","16,448.76","16,204.14","16,472.75","16,164.56","","0.73%"
"06/28/2021","16,330.05","16,502.72","16,542.30","16,259.30","","-1.44%"
"06/25/2021","16,568.68","16,548.29","16,591.46","16,399.60","","0.51%"
"06/24/2021","16,484.74","16,095.01","16,500.33","16,014.67","","2.06%"
"06/23/2021","16,152.57","15,928.33","16,171.76","15,928.33","","1.41%"
