"Date","Price","Open","High","Low","Vol.","Change %"
"09/13/2016","205.18","210.51","211.03","205.18","","-2.19%"
"09/12/2016","209.78","211.28","211.54","207.52","","-2.82%"
"09/09/2016","215.86","214.09","217.21","213.57","","0.24%"
"09/08/2016","215.34","212.41","215.86","212.30","","1.32%"
"09/07/2016","212.52","210.43","213.45","210.43","","0.99%"
"09/06/2016","210.43","209.07","212.73","208.86","","0.49%"
"09/02/2016","209.40","206.80","210.24","206.70","","1.51%"
"09/01/2016","206.28","204.85","206.90","203.50","","1.47%"
"08/31/2016","203.29","205.17","205.69","203.29","","-0.67%"
"08/30/2016","204.65","205.64","206.06","203.04","","0.18%"
"08/29/2016","204.29","204.29","204.29","204.29","","0.00%"
"08/26/2016","204.28","206.08","207.23","204.28","","-0.37%"
"08/25/2016","205.04","206.72","207.86","204.32","","-1.51%"
"08/24/2016","208.18","213.31","214.04","207.83","","-2.64%"
"08/23/2016","213.83","214.34","214.75","213.09","","0.01%"
"08/22/2016","213.81","214.70","214.80","211.63","","-0.89%"
"08/19/2016","215.74","214.59","216.68","213.96","","0.05%"
"08/18/2016","215.63","215.44","217.11","213.67","","1.26%"
"08/17/2016","212.94","215.13","215.34","211.99","","-0.34%"
"08/16/2016","213.67","217.00","218.04","213.46","","-2.42%"
"08/15/2016","218.97","216.08","218.97","214.24","","1.98%"
"08/12/2016","214.72","222.95","222.95","214.72","","-4.01%"
"08/11/2016","223.68","223.72","225.18","223.41","","-1.17%"
"08/10/2016","226.33","224.15","229.77","222.79","","0.74%"
