,aluminium,cobalt,iron,lithium,manganese,natural graphite,nickel,phosphorous
2019-09-01,0.038910061189698024,23.308241058097163,0.016411081031052186,38.61770534756677,0.9661964844072826,0.36850901491740073,36.518440172329896,0.1655867804607352
2019-10-01,0.0390481733657921,23.460153248042047,0.016065795377711748,39.00645675168125,0.991853678608875,0.3757212798412486,35.945450370180005,0.16525070290308083
2019-11-01,0.042561611678347426,25.041739681605673,0.01593724303706321,39.420215665631204,1.0120174077953952,0.3802743910377198,33.91209010784286,0.1751638913717497
2019-12-01,0.04492739776004143,25.02066503719023,0.01849669007303472,40.61157837339754,1.032503615684205,0.3940313287948625,32.6925416897741,0.18525586732598462
2020-01-01,0.03408835702379361,23.04071484809197,0.03539142784612898,42.94695086513549,1.0003918704579569,0.4160717851656796,32.18770841315411,0.33868243312486324
2020-02-01,0.0327672516671768,24.222695083187627,0.03288348992710901,43.143118293556135,1.203001390283496,0.42008418583825674,30.59417590934225,0.3512743961979503
2020-03-01,0.03233405657022983,23.238587848298096,0.0344051991367234,44.97042551534814,1.4448389830018418,0.4306825984254749,29.473696004564776,0.37502979465471886
2020-04-01,0.030552723695030166,23.01886191331122,0.033885048803812545,44.35119298728644,1.112422666098674,0.4419755023303992,30.620098793574122,0.39101036490030966
2020-05-01,0.03097454649201359,23.232333667492536,0.03729898114067722,42.832219592745716,1.1228304717318767,0.45966733524595976,31.890006754598836,0.394668650552401
2020-06-01,0.033533614175643094,23.124673760795478,0.042712535155784465,41.07036706820498,1.1244045612082878,0.4786221452648193,33.72624954485234,0.3994367703426732
2020-07-01,0.0356272133291062,22.994460888737315,0.04526344088660899,38.915289263923185,1.113618452038656,0.48522829531608025,36.00556247620027,0.40494996956878665
2020-08-01,0.035202632339783595,24.795241242524206,0.04700381007203212,36.68966652304665,1.0069109761695687,0.46468131924657546,36.582974320736085,0.378319175865096
2020-09-01,0.03477205540959203,24.83946006250765,0.047418944152559483,36.4920182054956,1.0175963638879997,0.4725049002460579,36.72365615997896,0.3725733083215904
2020-10-01,0.03571185699330776,24.443431556910667,0.04558640353357477,36.25344900492995,1.0419502294951373,0.4721884763153628,37.35059396988507,0.3570885019369247
2020-11-01,0.03782089853913457,23.43994822119078,0.04667074159514113,36.36955396685123,0.9826542113354441,0.4812784629629526,38.29282114815489,0.3492523493704198
2020-12-01,0.03826561222668976,22.529066075465927,0.056206635253015245,35.98691794789639,0.9615421025944485,0.47245550184281243,39.60675418265063,0.3487919420700913
2021-01-01,0.023549922881776167,21.852584693729327,0.14222266963234723,38.52338524577317,1.0070457388079177,0.4994430932291772,37.14157400871027,0.8101946272360057
2021-02-01,0.02238529601243468,25.11827120859964,0.12688655235761095,36.95185883158068,1.1437308680625857,0.4745555438270802,35.41162851253691,0.7506831870230639
2021-03-01,0.023316660919603462,27.386208968969928,0.1288252484443063,38.9558548199947,1.2063826844601389,0.5122680737776706,30.89948797045618,0.8876555729774827
2021-04-01,0.02456722252015586,25.48671141482362,0.13704028669086435,40.810081623381585,1.2220170135961446,0.5031244473315332,30.962018072230624,0.8544399194254662
2021-05-01,0.025327206671308323,22.576095356111587,0.15316354382613348,42.21378655709411,1.2517753209243172,0.533116424404684,32.39643966147509,0.8502959294927793
2021-06-01,0.024976732179476047,22.122872023097525,0.15991334261861967,42.32676103837826,1.3727387780859739,0.6380351341985726,32.474937572732976,0.8797653787086052
2021-07-01,0.024269076495602258,24.63421855624104,0.1511701963435281,39.97322896532893,1.3853853614654532,0.6073013088994369,32.352959278643816,0.8714672565822102
2021-08-01,0.024281097556723377,23.644950918671345,0.10974659719162143,41.661076614902775,1.460617385125473,0.6384185496658883,31.591583607299278,0.8693252295868701
2021-09-01,0.024396351087750262,21.882876981033334,0.07104093915527653,45.36943477654242,1.725848138654866,0.6347485720858044,29.507199387418947,0.7844548540215931
2021-10-01,0.02322034762549546,21.277429793454093,0.06575100523680437,48.36838218240417,1.8589272272241286,0.5835960502453111,27.109024664569336,0.7136687292406644
2021-11-01,0.01876956991489223,21.111237791622525,0.046574510130558834,50.02047778760945,1.7816088940358732,0.5450855815790917,25.10779875553145,1.3684471095761344
2021-12-01,0.0173933349283543,21.964423694916086,0.05173288898989301,51.120460457938876,1.937513239182314,0.5699952982800768,22.85127848938119,1.487202596383203
2022-01-01,0.011433897660877271,15.723393910731657,0.07271514858327112,61.581343023829774,1.317832447304421,0.4760511611734974,19.25422044633699,1.563009964379499
2022-02-01,0.0103891447381365,13.427503590918855,0.06424999522425412,66.3936257398251,1.0931231076655723,0.3991372294329888,17.40555481374421,1.206416378450909
2022-03-01,0.008344581727714174,11.248304665948865,0.05050087467665933,68.62840933828495,0.7240276545318057,0.30821776235646015,18.322432121466676,0.7097630010068695
2022-04-01,0.0075750844828751255,11.183844791814188,0.04916483664387447,69.50939275552275,0.6783040181569452,0.42077523767295777,17.503028111805296,0.6479151639010922
2022-05-01,0.007228891080797986,11.597164568003947,0.04795327376223264,70.15848896732695,0.7401962790857495,0.46929109383175405,16.272642351489228,0.707034575419331
2022-06-01,0.006814052648302438,11.173219650059,0.04981429817370544,71.36669765015195,0.6176823613772734,0.549827362488335,15.501215898567041,0.7347287265344122
2022-07-01,0.006763748148036955,9.170551140724514,0.044003528448929595,75.31447053867052,0.37424324415242344,0.6496474503380785,13.660371215260044,0.7799491342574505
2022-08-01,0.006958674036240706,8.262814250679204,0.04480473099980551,75.6743288027502,0.3229106661312526,0.6613692953579366,14.264848307563726,0.761965272481638
2022-09-01,0.006495167372397906,8.815106531594894,0.04230205277725627,74.34681050745556,0.3233676673741659,0.67535343662533,15.055043188663634,0.7355214481367602
2022-10-01,0.006735702029177974,9.015728207653085,0.04060023388248107,74.2670380863533,0.3337200401201948,0.6854095290579046,14.898417007841305,0.7523511930625602
2022-11-01,0.006847599163880169,8.793595329196954,0.039582192958210735,72.6117568892291,0.32172971082616547,0.6317314705262314,16.86087611359878,0.7338806945006827
2022-12-01,0.006693591298232113,8.42448650056756,0.044679664269132224,71.59747753322418,0.29948349282496467,0.6052948387769769,18.31871504620631,0.7031693328326619
2023-01-01,0.0057286313060672485,7.423413213063419,0.055802336156009595,73.66188275399227,0.2835552081310881,0.6168723057116304,17.15359476211037,0.7991507895291414
2023-02-01,0.005848634235892576,5.862853512364211,0.06105841647737173,75.12842994825479,0.30405622300205265,0.6990867550906646,17.096193358842516,0.8424731517324936
2023-03-01,0.00644659447031665,6.288648312883597,0.07131425039559063,74.14911760381388,0.3645703226581726,0.8673115880689342,17.27555487271111,0.9770364549984062
2023-04-01,0.00754253214388835,7.3616749606111735,0.07499951322426128,69.77670756685579,0.39681078923172197,0.9966527568992606,20.262871115361303,1.1227407656726092
2023-05-01,0.008890259919064347,8.570263992382419,0.08111267575501764,65.42849472981501,0.4758901306922187,1.207861483608521,22.866816908228618,1.3606698195991225
2023-06-01,0.008104875121772102,7.202550760626469,0.08327834067472004,69.19734541587245,0.45157403780892447,1.1444834868371372,20.81468150509514,1.0979815779633988
2023-07-01,0.007884100473308439,7.964491732075989,0.0825898844951328,69.00311399899259,0.39652704908599595,1.119667916679363,20.345278469636106,1.0804468485615215
2023-08-01,0.008268418116826522,8.446765152510437,0.08423871865182193,67.78712448431354,0.4086213880411169,1.2005284628182256,20.918525120580288,1.1459282549677419
2023-09-01,0.009625349522778597,9.61236548347253,0.10532220726003888,64.28932672539273,0.4649912386183527,1.371074845592363,22.870881712498488,1.2764124376427022
2023-10-01,0.01079052999054789,10.728539208485785,0.11591053493602767,62.06986207469755,0.5189716619640541,1.5302417168298306,23.732002513181765,1.2936817599144392
2023-11-01,0.011378702310179012,11.280100779691836,0.13461233707098827,61.805404159446155,0.5535170499624006,1.6078898650640887,23.24777081995499,1.359326286499361
2023-12-01,0.01254226780663582,11.364545980684332,0.15622411396907765,60.716935793152416,0.6008790882525725,0.781413254418113,24.862124512320428,1.5053349893964147
